subscriber_count,video_count,total_views,avg_likes_per_video,avg_comments_per_video,channel_age_days,has_custom_thumbnail,has_description,uploads_per_month,engagement_rate,is_fake
1844,82,11582,0,2,73,1,1,0.7,3.07,1
311,5,39796,8,1,39,1,0,5.1,4.53,1
1,40,52482,46,3,1742,1,1,2.0,13.54,0
144,0,293,4,1,209,0,1,0.5,3.31,1
83,31,13451,73,21,1131,1,1,2.4,11.16,0
51,41,26248,4,19,1357,0,1,3.2,1.73,0
10,28,72640,3,1,667,0,1,4.7,1.49,1
17,2,905,0,0,140,1,1,1.9,1.25,1
29,0,394,1,0,105,1,1,1.7,0.53,1
4,18,1149,1,2,360,1,1,1.1,0.05,1
3050,17,217,23,0,47,1,1,0.5,1.13,1
163,0,2091,11,1,1032,1,0,0.7,5.0,1
148,4,15221,4,2,577,1,1,1.5,2.09,1
106,101,83,1,2,142,1,0,0.8,0.37,1
4116128,29,1639,132,7,1125,1,1,6.6,15.0,0
728,94,4294,102,20,2108,1,1,0.5,6.65,0
4,16,58,1,3,61,1,0,7.4,5.0,1
33,4,9710,1,3,375,0,1,0.8,5.0,1
39,124,27687,39,8,1291,0,1,3.9,1.09,0
7548,1,100,25,10,1594,1,1,2.5,2.67,0
3808,15,4934,787,10,2239,1,1,2.4,15.0,0
850,14,3517,13,3,30,1,1,1.3,15.0,0
646,39,49898,5,12,1617,1,1,2.5,5.16,0
409,27,406,18,15,2274,1,1,0.3,15.0,0
56439,152,53729,99,4,1813,1,0,4.7,4.41,0
1230,352,16084,119,1,1418,1,1,2.0,15.0,0
826,5,11,0,2,962,0,1,0.3,2.04,1
29,38,9809047,24,9,685,1,1,0.6,14.44,0
244,17,435552,8,6,810,1,1,0.3,1.53,0
38,34,338,32,20,1931,1,1,3.3,15.0,0
68326,1226,1323,41,5,1298,1,1,0.8,1.32,0
59,0,171899,16,0,371,1,0,0.5,1.9,1
6884,287,8977742,1,10,1560,1,1,4.3,4.35,0
3,3,0,1,6,152,1,1,2.9,2.53,1
120,3,9,3,2,146,1,1,3.3,5.0,1
2339,59,493,7,4,2571,1,1,8.1,3.25,0
1243,5,14957,3,14,1188,1,1,2.6,6.39,0
44,5,62857,2,15,2309,1,1,3.6,8.83,0
30,0,305,1,0,7,0,1,4.0,0.92,1
411,15,144,17,2,423,1,0,4.7,4.3,0
90,87,52438,80,17,1481,1,1,2.8,4.26,0
326,7,352735,2,26,1917,1,1,1.6,1.8,0
1028,42,469,3,0,56,0,1,1.4,0.59,1
1152,8,2934,26,3,2036,1,1,9.9,8.33,0
47,0,2,2,4,41,1,1,0.3,1.64,1
5804,41,361,39,83,2117,1,1,6.0,15.0,0
94,6,631,1,5,35,0,1,1.1,2.17,1
109,49,1557,0,1,221,0,1,1.0,1.16,1
1849,0,5954,0,0,480,0,0,4.7,1.6,1
22,4,103,1,0,194,1,0,1.0,5.0,1
32977,7,111,10,0,142,0,0,3.2,0.11,1
13,5,70140,1,2,596,1,1,0.3,0.63,1
7,46,867,9,1,39,0,1,1.5,2.39,1
277,7,30,2,3,243,0,1,2.3,1.53,1
12554,174,524784,9,0,741,1,1,2.1,0.84,0
190,78,701,43,12,1916,0,1,1.1,4.99,0
1088,378,5870,277,24,2490,1,1,4.3,1.46,0
2052,1313,2445186,11,2,2054,1,1,2.4,15.0,0
440,51,13200,50,13,1646,1,1,1.4,4.02,0
879,9,12840,338,15,1160,1,1,4.4,8.51,0
3,490,139692,2,11,14,1,1,1.1,5.0,1
62,114,221713,16,24,1676,1,1,1.8,9.46,0
856,27,11927,187,20,1825,1,1,3.0,0.75,0
66431,98,610825,42,45,706,1,1,5.1,11.09,0
247,0,34,2,2,71,1,0,0.1,5.0,1
92,14,57178,542,13,380,1,1,3.7,6.11,0
379,1,7750,2,17,113,1,1,2.7,2.19,1
152,109,37365,7,1,334,0,1,6.6,15.0,0
38,8,1802,170,2,458,1,1,4.1,5.5,0
18,11,7794,0,2,144,1,1,4.2,1.9,1
96,55,17100,11,8,1249,1,1,0.7,11.35,0
111,5,14,0,0,346,0,1,3.4,1.14,1
20135,1,1107371,29,61,1308,1,1,5.4,6.87,0
0,14,108656,5,0,39,1,1,2.3,0.8,1
2731,1,23846,5,7,1755,1,1,1.2,10.33,0
190,883,55,28,2,28,1,1,2.1,0.46,1
3197,106,1526,29,2,2257,1,1,1.7,3.04,0
85,2,51,23,0,93,1,1,0.9,1.44,1
925,683,6393698,2,6,1830,1,1,4.1,14.67,0
481,97,269156,7,27,1148,1,0,2.3,10.55,0
45,96,287,15,1,82,0,0,0.4,0.14,1
3892,9,64986,10,3,1266,1,1,2.9,12.37,0
13803,72,292,0,1,108,0,1,1.4,5.0,1
6,5,854,10,0,99,0,1,0.1,0.34,1
261,128,73634,6,1,1400,1,1,2.9,10.19,0
279,63,99259,15,21,744,1,1,5.8,15.0,0
796,125,55979,38,9,1353,1,1,1.1,1.36,0
135,138,4109,39,7,1501,1,1,1.3,13.19,0
10599,7,11126,13,5,576,1,1,14.1,4.88,0
332,233,971060,18,3,2203,1,0,3.0,10.51,0
1637,2,276,10,1,52,0,0,0.3,3.15,1
310,16,35,5,4,56,1,0,0.2,0.66,1
2646,2,692339,15,2,1250,1,1,1.2,6.54,0
13,430,157,57,12,2185,1,0,1.6,4.3,0
51577,16,59594406,0,10,988,1,1,3.2,15.0,0
1382,14,1258711,40,1,870,1,1,2.0,12.43,0
116,162,7686,16,5,1858,1,1,9.0,5.57,0
7756,46,2021,75,12,1433,1,1,1.7,10.69,0
3598,593,2653,85,6,2507,1,1,2.0,3.7,0
76,2,8,2,1,364,1,0,3.7,3.0,1
0,1,82238,0,0,102,0,1,0.2,0.49,1
12244,140,525081,23,11,1199,1,1,10.8,1.31,0
0,70,5728,18,0,117,1,0,1.5,4.29,1
142,293,1894,19,35,1989,1,1,7.9,9.11,0
8863,21,250300,366,1,978,0,0,1.4,5.78,0
107,263,113684,8,3,476,1,1,4.6,0.29,1
220,5,87371,2,1,1144,1,1,1.3,13.71,0
3,304,0,6,0,605,0,1,0.3,0.44,1
47,85,2641,7,6,2002,1,1,1.9,7.97,0
15,38,1636,1,0,211,0,1,1.9,3.58,1
163,25,10271,9,2,512,1,1,2.9,6.92,0
24,26,18954,3,30,2507,1,1,0.6,3.8,0
3,14,2162,150,3,2072,1,1,4.1,5.59,0
0,0,8,1,0,457,0,1,2.7,0.76,1
1187,212,2788,275,13,1391,1,1,8.1,11.85,0
5,2,32,2,2,186,1,0,5.0,2.83,1
147,105,605,6,5,363,1,1,2.1,0.07,1
1371,16,1094525,2,10,2320,1,1,3.8,10.49,0
456,21,73966,6,96,2004,1,1,1.6,4.79,0
35,30,5302,9,1,55,0,0,2.4,0.12,1
3,24,3115,6,0,113,0,0,9.4,1.18,1
103,6,43683,5,0,59,0,1,7.9,2.08,1
199,31,85702,9,12,2088,0,0,9.3,3.56,0
253,100,205,0,1,329,0,0,3.2,2.12,1
15646,14,19637,10,3,2070,1,1,3.2,10.46,0
10,6,31710,8,6,1035,1,1,0.9,0.73,1
91676,5,4738716,17,0,2076,1,1,4.0,1.61,0
247,9,214546,13,1,2590,1,1,2.0,1.02,0
5509,884,120446,1,3,459,1,0,2.3,15.0,0
702,17,6192,43,10,2374,1,1,4.4,9.57,0
659,71,300,1,0,1113,1,1,1.4,3.79,1
27,34,72,0,0,304,1,1,6.7,1.5,1
8,32,450,5,7,78,1,1,1.4,0.29,1
36,126,954,3,13,1289,0,1,2.6,3.0,0
22,24,109722,12,0,1561,1,1,2.5,4.79,0
115,4,143,3,0,387,0,0,2.4,1.86,1
1346,1267,191417,39,4,1322,1,1,5.3,6.4,0
552,119,233,246,13,1747,1,1,1.9,15.0,0
240,57,7004,6,0,1903,1,1,6.1,15.0,0
19,8,1209,0,5,76,0,0,0.0,1.74,1
78,20,4614,0,16,4,0,1,2.6,0.28,1
602,2,334,0,7,53,1,1,0.2,0.51,1
79119,1,1827,16,5,1446,1,1,4.3,1.17,0
461,12,787,1,0,367,0,0,7.5,3.08,1
1,0,118,1,0,661,0,1,0.7,4.35,1
1,273,639,41,1,949,0,0,2.5,1.91,1
655,45,113488,4,18,2287,1,0,3.4,4.0,0
341,49,16374820,7,2,1006,1,1,3.8,5.39,0
20,2,818,8,0,153,0,1,1.9,0.28,1
131,9,85009,31,5,2273,1,1,8.0,6.71,0
341,63,219,2,2,109,0,0,0.0,1.34,1
4404,78,945,11,4,471,1,1,2.3,6.95,0
9769,34,6064,216,5,2638,1,1,2.0,13.45,0
1170,428,215769,9,2,30,1,1,2.0,1.83,0
82,1,10,0,8,182,0,1,1.9,1.51,1
564,32,4602,19,11,1274,1,1,2.9,9.24,0
147,415,1407,72,41,1803,1,1,13.5,5.12,0
100,1,3081,5,1,186,1,0,0.3,0.12,1
911,10,17766,22,4,1443,1,1,5.8,3.88,0
17,22,45801,14,2,333,0,1,2.2,4.79,1
93,13,766,1,0,415,1,1,0.4,0.21,1
43,533,2225,0,0,316,1,0,1.7,0.54,1
126,170,581,4,1,62,1,1,2.9,0.91,1
39,67,157,1,0,400,0,1,1.1,4.2,1
183,17,15285,22,0,82,1,1,8.6,1.33,1
21,46,188,21,3,287,1,1,4.1,0.68,1
182,2,3438,66,0,38,0,1,8.8,2.27,1
283,51,421,2,2,1,1,0,0.1,0.46,1
299,0,355,10,3,31,1,1,1.4,0.12,1
15379,132,29030,21,11,956,1,1,0.4,7.0,0
251,16,72180,5,4,953,1,1,4.2,10.31,0
247366,65,1120143,12,323,1431,1,1,6.5,2.75,0
15,5,193,8,0,278,1,1,8.0,2.82,1
50,6,51,6,0,30,1,0,1.7,0.76,1
249,21,678,7,1,49,1,1,0.8,0.83,1
499,14,18,0,1,948,1,0,1.9,4.44,1
3874,974,113992,62,1,1229,1,1,1.7,2.21,0
135,13,0,33,0,80,0,1,0.7,0.01,1
80,553,231531,10,10,1959,1,1,6.0,5.68,0
5,0,12321,1,10,51,0,1,6.1,1.61,1
3018,122,13012,6,0,2168,1,1,2.8,2.06,0
33,173,10,1,2,26,1,1,2.0,5.0,1
413,39,44864,39,58,1073,1,1,5.8,4.1,0
2779,399,42724,61,14,1227,1,1,2.3,6.89,0
15,1,1784,0,0,212,0,1,2.6,1.18,1
173,81,76,0,5,345,0,0,0.4,2.85,1
76,21,22,2,3,158,1,1,2.6,1.17,1
32,3,50,0,2,15,0,0,1.0,0.9,1
47,2,67,0,1,777,0,1,0.9,3.35,1
307,19,5459,0,1,2595,1,1,2.0,12.59,0
429831,17,1953,370,2,1925,1,1,2.8,5.34,0
14,2,108,4,0,1140,0,0,6.7,3.98,1
162,157,30750,4,1,1279,0,1,6.8,1.26,1
50,1,1,6,1,303,1,0,1.8,0.73,1
387,77,1736246,0,25,988,1,1,5.7,3.04,0
1514,77,1045,9,15,2159,1,1,2.3,6.81,0
43,8,93,0,1,36,1,0,0.7,2.97,1
353,21,50863,16,1,1290,1,1,1.5,9.57,0
135,1,5501,14,1,2875,0,1,1.4,3.99,0
92,107,20,4,0,475,0,0,12.8,2.15,1
41,8,195,14,0,247,0,1,3.4,3.06,1
4235,2,3084,15,7,289,0,0,0.3,1.9,1
296,111,164297,50,2,1801,1,1,3.2,6.56,0
3,6,341,0,12,283,0,1,0.2,0.18,1
174,21,1351,5,1,60,0,1,0.4,1.0,1
195,67,720042,3,5,439,1,1,2.0,8.36,0
40,0,170,16,6,371,1,0,2.6,3.36,1
38,1,267,0,1,49,1,0,4.1,1.41,1
23,2,50,37,0,133,1,0,0.9,1.49,1
2060,56,349,34,0,2318,1,1,4.1,14.37,0
1373,344,1288348,6,18,1496,1,1,1.9,7.3,0
819,38,100,4,30,1990,1,1,1.8,10.4,0
782,8,50967,24,0,40,1,0,2.3,1.55,1
18621,25,13788,5,14,2788,1,1,0.7,11.19,0
16,1045,26,0,1,114,0,1,0.9,0.99,1
54,0,40,75,3,256,1,1,1.4,0.57,1
253,89,517646,24,7,1221,1,1,1.1,6.57,0
332,329,27,20,2,84,0,1,1.4,0.56,1
61,4,16,0,3,754,1,1,1.9,2.21,1
20452,52,38429,8,20,1410,1,1,0.6,7.06,0
3,17,2926,13,46,203,0,0,7.1,0.55,1
38,3,11510,4,0,60,0,1,0.2,0.06,1
172,18,10068423,30,14,2392,1,1,2.2,15.0,0
150,91,119,25,4,2643,1,1,3.2,3.13,0
3565,7,1984,4,0,170,1,1,7.6,1.19,1
179,44,36446,37,60,1837,1,1,4.3,9.08,0
108,94,128734,4,3,1388,1,1,2.8,8.02,0
12,305,14025,21,0,73,0,0,0.3,4.09,1
46,0,46,2,8,40,0,0,1.7,0.35,1
82,51,118,2,3,609,1,1,1.1,1.1,1
4600,11,17196,198,2,30,0,1,8.7,4.43,0
228,194,8164,12,0,1756,1,1,2.7,14.92,0
1420,179,2359,14,7,804,1,0,0.2,1.98,1
78,84,1511,14,0,2332,1,1,8.3,15.0,0
6,25,1689,7,142,2638,1,1,1.4,9.82,0
104,50,284,7,3,6,0,1,0.4,0.18,1
19,1,950,3,6,411,0,0,1.1,0.69,1
528,69,5703,117,21,1427,1,1,2.6,1.08,0
561,28,92137,1,1,2279,1,1,3.5,9.2,0
81,0,1722,2,4,24,0,1,2.2,0.67,1
150399,58,866,0,69,1747,1,1,1.6,15.0,0
3936,345,25025,2,25,1635,0,1,7.8,4.54,0
2,313,3440,0,0,590,1,1,0.9,1.79,1
288,3,1732,63,12,1093,1,1,1.8,7.54,0
2625,8,3441,6,1,1174,1,1,1.7,8.24,0
75,25,2073,1,0,492,0,0,5.7,3.82,1
548,95,1922,20,1,132,1,1,1.3,3.87,1
1852,18,9277,204,1,1536,1,1,4.5,15.0,0
4,1259,147921,8,9,965,1,1,1.1,13.55,0
22,14,149,4,14,63,0,1,1.5,0.07,1
74,49,3044,10,0,781,1,1,1.2,2.49,1
108,3,139,7,3,41,1,0,3.8,1.94,1
5,26,268,3,2,181,1,1,0.6,3.39,1
94,274,229,1,2,134,1,1,9.9,2.72,1
29,2,322,0,0,220,0,0,0.6,0.28,1
1944,119,292178,16,2,1775,1,1,0.9,15.0,0
58,69,100,12,0,2552,1,1,1.5,9.49,0
718,85,2569,25,8,3061,1,1,2.7,4.55,0
293,22,12653,18,1,1750,1,1,3.8,4.58,0
38,3,216865,1,9,825,1,0,4.9,1.94,1
12,111,0,1,20,177,0,0,2.5,2.0,1
13746,15,100,10,19,1346,1,1,1.7,10.55,0
5838,1055,68113,66,2,2381,1,1,5.1,9.56,0
22902,310,30239,11,22,1297,1,1,1.4,0.56,0
141,10,1065,0,1,66,1,0,0.1,5.0,1
54515,80,3264482,3,4,1174,1,0,1.2,4.92,0
211,41,517581,261,2,515,1,1,10.2,13.47,0
80032,547,29106,448,12,1058,1,1,3.5,5.65,0
7108,112,21218,4,6,513,1,1,2.6,15.0,0
2892,5000,2391,28,28,3173,1,0,7.5,9.56,0
2,94,295,5,2,27,1,1,1.2,3.21,1
191,100,1313807,21,6,1800,1,0,6.2,9.92,0
54,359,2801,25,36,468,1,1,5.0,8.54,0
768,13,2290,143,2,1923,1,1,3.5,7.76,0
187,201,11928,102,6,1725,1,1,0.9,5.73,0
300,7,2553,2,3,166,1,1,0.0,2.9,1
19,25,1591,7,2,28,1,1,0.5,3.63,1
96,36,15456,5,11,30,1,1,1.4,7.4,0
5336,461,10322,201,3,1914,1,1,1.5,11.65,0
2783,52,2940,131,6,30,1,1,1.1,15.0,0
86,33,22261,0,9,562,0,1,0.3,5.0,1
1006836,708,238,71,12,1633,1,1,2.3,4.56,0
330,602,5810,32,13,1636,1,1,4.0,8.69,0
12,24,404,67,10,1782,1,1,1.9,8.44,0
97,2,72,0,7,90,0,1,1.2,2.53,1
2,97,17593,3,1,8,1,1,0.6,2.19,1
7,0,40,6,4,103,0,1,1.1,0.98,1
309,49,880095,57,1,1549,1,1,1.3,15.0,0
128,12,50,0,1,26,1,1,2.0,0.04,1
910,116,20366,3,10,1051,1,1,9.4,15.0,0
105821,3,479960,18,9,1472,1,1,1.2,8.37,0
1,0,3,21,2,272,0,0,0.9,0.48,1
1755,180,100,5,1,1430,1,0,6.6,1.83,0
1064,14,4240,0,0,417,1,1,2.0,1.74,1
23,37,42,2,0,56,1,0,2.4,0.4,1
217,52,1988,5,2,90,0,1,4.4,0.17,1
929,13,88,111,0,359,0,1,0.4,0.02,1
109,2,562,5,0,643,1,0,1.4,0.6,1
1567,422,173,8,20,2067,1,1,1.9,6.41,0
4,21,565,1,2,271,1,0,2.6,0.07,1
7634,6,100,117,9,1081,0,1,11.5,10.79,0
32,0,2838,0,1,531,0,0,1.9,1.63,1
259,45,2711473,16,99,2200,1,1,9.2,15.0,0
28,400,2216,20,2,996,1,1,1.0,15.0,0
959,18,94263,10,2,1178,1,1,9.9,15.0,0
4,9,364361,8,30,28,0,0,1.4,2.96,1
182,0,23005,8,17,127,1,0,1.0,5.0,1
210,115,13918,227,31,1418,1,1,1.0,1.14,0
76,153,100,13,11,1042,0,1,2.7,3.6,0
3,9,974,0,47,47,0,0,2.1,3.02,1
4486,197,182754,53,10,1743,1,1,9.0,1.69,0
72,2,441,1,0,498,1,0,4.1,4.72,1
195,179,29628,15,0,922,1,1,2.2,2.14,0
9430,1000,64260,1,20,1121,1,1,2.9,4.93,0
984,4,8731547,51,4,1530,1,1,1.0,3.73,0
14,12,19,1,3,326,0,1,0.0,3.4,1
423,4,386,1473,3,1028,0,0,1.5,13.2,0
177,8,36685,5,16,3365,1,1,3.7,6.38,0
129,0,35,9,1,27,1,1,0.6,1.32,1
133,52,23402,41,5,1447,1,1,1.1,8.89,0
4264,71,4953,725,5,1229,1,1,3.6,15.0,0
38,49,480,125,6,1475,1,1,2.3,7.64,0
98,278,1548,57,1,1250,1,1,19.3,11.99,0
173,95,13840838,2,46,1324,1,1,1.7,15.0,0
500,3,126,22,37,1679,1,1,1.9,6.89,0
332,41,79453,57,6,842,0,1,1.1,1.36,0
259,18,362180,7,4,1606,1,1,17.3,13.6,0
19118,19,3309793,1,0,2375,1,1,5.1,15.0,0
19221,154,283270,34,1,3157,1,1,2.6,3.92,0
1481,289,6497,6,10,2853,1,1,2.7,15.0,0
2888,92,89766,81,8,2787,1,1,4.2,4.64,0
17,296,13629,453,3,384,1,1,3.2,15.0,0
167,8,160442,9,9,276,1,0,0.4,3.84,1
3775,128,150338,4,63,895,1,1,2.9,4.4,0
1260,3,7513,9,4,2308,1,1,5.5,6.07,0
11,18,1,0,0,291,1,1,3.4,3.06,1
122,139,147997,9,10,1741,1,1,4.3,12.62,0
78,9,60,0,1,7,0,1,1.4,2.81,1
356,98,189,0,1,6,1,1,0.9,3.2,1
3029,231,14409122,4,6,1482,1,1,1.4,4.11,0
156,7,4547,1,0,95,0,0,1.3,1.23,1
2,193,79001,3,3,2851,0,1,3.3,1.23,0
5,37,20444,45,1,2044,1,1,1.6,9.94,0
1205,136,3871873,2,9,1432,1,1,7.5,6.17,0
5870,914,622064,33,3,2353,1,0,1.1,6.07,0
1203,22,150891,22,7,1697,0,1,1.3,5.47,0
9,23,11360,10,5,13,1,1,0.7,0.07,1
249,256,669,12,1,589,0,1,8.6,0.74,1
41,7,35,1,6,191,1,1,0.7,0.96,1
1268,66,1382,14,0,949,1,1,1.8,0.6,1
456,7,22939,156,2,2007,1,1,5.6,8.34,0
63,2,21,39,3,76,1,0,0.3,1.91,1
539,13,167026,86,15,1930,1,1,5.4,3.24,0
73,0,5375,129,4,587,0,0,1.9,0.72,1
13,23,183017,22,0,391,0,1,1.1,3.18,1
28,39,2,1,2,6,0,0,1.8,2.54,1
82,91,768286,22,6,486,1,1,3.9,15.0,0
26,659,74794,15,0,310,0,0,7.1,0.35,1
4,2000,1095,1,3,184,0,0,0.8,0.34,1
1223,50,1378,13,14,559,1,1,4.7,6.53,0
53217,19,259274,151,52,822,1,1,0.9,1.85,0
648,4,55,3,1,141,0,0,3.8,1.47,1
176,121,18594,799,5,1347,1,1,2.4,4.39,0
47,236,23,2,0,274,0,0,1.4,0.63,1
15,4,104855,171,3,1883,1,1,2.1,5.52,0
434,665,36166,8,14,2153,0,1,2.4,8.12,0
368,0,18,1,0,16,0,1,1.4,1.67,1
24661,42,4125,42,13,2159,0,1,2.4,14.66,0
13493,21,3912,28,0,1472,1,0,1.7,2.01,0
61,31,377,4,5,1925,1,1,0.8,8.6,0
349,13,2079,3,0,254,1,0,0.5,4.35,1
1866,78,1081,91,17,511,0,1,2.5,8.19,0
70,48,159,0,1,40,1,1,1.9,0.31,1
2331,717,10915470,242,3,1109,1,1,9.6,8.26,0
328,171,3483,3,12,275,1,1,1.1,3.5,1
21,0,5044,2,2,173,0,1,1.8,0.2,1
9,2,250,1,0,250,1,1,1.5,3.63,1
0,74,56,9,9,26,0,1,0.2,1.88,1
2784,11,232635,5,12,858,1,1,17.7,5.09,0
8895,10,10285,352,22,955,1,1,3.0,4.87,0
69,2,124,1,10,106,1,1,7.9,2.82,1
7271,507,6595,14,5,1438,1,1,17.7,8.05,0
1940,93,2274,19,9,1037,1,1,1.4,4.91,0
12,6,2311,5,0,196,0,1,0.7,1.29,1
2683,10,61274,1,7,1666,1,1,6.3,15.0,0
291,27,3450,6,33,335,1,1,5.2,13.92,0
808,5,3467208,196,8,272,1,1,1.8,9.21,0
1404,381,4138,6,10,983,1,1,1.5,6.45,0
37,273,4138523,11,6,930,1,1,0.5,15.0,0
109,6,9442,13,16,1647,1,1,13.6,3.5,0
14,50,127594,13,14,2287,1,1,3.5,15.0,0
78,257,30664,32,50,2281,1,1,1.3,15.0,0
3,21,146,5,17,29,0,1,4.5,0.22,1
4435,30,1362523,13,74,895,0,1,2.2,15.0,0
8,12,893,22,21,4,1,1,0.6,1.48,1
251270,5,1150314,9,11,206,1,1,0.6,4.19,0
40,24,535619,18,8,1902,0,1,1.7,15.0,0
9,18,4093,1,2,273,1,1,2.6,2.21,1
324,42,144967,0,0,1167,1,1,3.9,9.09,0
7312,22,30553,27,2,1403,1,1,3.8,15.0,0
19,36,24189,25,1,1363,1,1,1.7,15.0,0
1526,20,711095,6,13,2238,1,1,1.4,6.23,0
1907,12,1241,31,0,2623,1,1,1.6,6.32,0
67,132,386,0,0,231,0,0,5.7,0.64,1
33,48,18363,1,0,409,0,0,0.3,3.4,1
14315,57,9887,6,11,2250,1,1,11.8,15.0,0
6014,113,13043,89,1,2486,1,1,3.3,6.43,0
591,2952,54559,71,0,1119,1,1,2.0,15.0,0
501,9,3,0,0,898,1,1,0.4,0.48,1
136,6,60,22,5,356,0,1,2.5,4.18,1
2373,41,61880,27,1,1684,1,1,4.8,15.0,0
4511,143,144442,18,3,1426,1,1,7.6,9.48,0
14902,13,1394,21,10,3171,1,1,1.2,3.69,0
0,48,669,4,2,399,1,1,0.3,4.07,1
3818,75,4625,24,30,2670,1,1,4.8,14.31,0
58,9,3029,0,1,225,1,0,0.9,0.11,1
571,12,198555,8,8,2217,1,1,1.7,14.71,0
166,7,6153,3,0,893,0,1,6.8,1.18,1
161,255,78996,3,3,1675,1,1,1.6,15.0,0
60,412,3438,0,0,28,1,0,1.8,0.06,1
104,9,3935,1,0,733,1,0,1.3,0.92,1
604,33,2740,53,7,158,1,1,4.3,9.28,0
1231,37,2517,97,4,2104,1,1,2.5,15.0,0
1412,1,443,10,49,2359,1,1,3.8,13.95,0
64,60,38301,16,4,1523,1,1,13.3,7.37,0
23,68,299,13,2,443,0,0,0.2,1.63,1
147,1,1,2,2,382,1,1,0.1,0.36,1
19646,943,3556,143,2,2431,1,1,2.9,13.97,0
360,29,134765,41,4,588,1,1,1.0,3.35,0
2573,312,951192,89,9,723,0,1,1.0,11.42,0
93,166,899477,37,74,2213,1,1,2.5,8.8,0
9,10,36,12,0,114,1,1,2.9,3.84,1
2,3,101501,11,9,89,0,0,1.6,0.09,1
81326,52,6909282,27,18,242,1,1,0.4,3.21,0
112,0,41,0,1,139,0,1,6.0,0.38,1
2,0,518548,1,0,235,1,0,0.6,1.92,1
9535,521,174387,49,29,832,0,1,0.5,15.0,0
44,3,1391,1,14,307,1,1,1.3,0.53,1
872,41,100,113,2,1710,1,1,2.9,13.63,0
237,668,184126,8,36,657,1,1,2.2,6.74,0
72,15,249,1,3,134,0,1,2.5,0.6,1
1161,21,7639,17,0,265,1,0,1.4,0.97,1
173,5,710,0,4,505,0,1,0.9,2.62,1
72,233,673,6,2,78,0,1,3.2,0.4,1
17794,43,53408,6,3,1194,1,1,1.5,1.07,0
113,2,259,50,0,4,1,0,4.9,1.94,1
224653,47,998,9,17,1264,1,1,1.1,4.74,0
677,16,8,0,0,849,1,0,0.9,3.81,1
653,122,151,150,18,952,1,0,2.2,15.0,0
29635,43,290567,1,11,2196,0,1,0.8,11.46,0
118,11,32,19,6,208,0,0,3.0,2.91,1
148,161,1,12,2,949,1,0,1.2,0.34,1
710,20,694,6,0,67,0,0,0.3,1.99,1
878,158,340,1,0,18,0,1,0.9,0.46,1
3611,1,16860,44,4,935,1,1,1.3,15.0,0
143,3,36011,1,17,10,0,1,0.4,5.0,1
92,56,40,6,17,557,0,1,4.5,0.18,1
7,59,1225,0,7,207,1,0,5.0,1.59,1
25,14,6598,2,6,401,0,1,4.2,0.76,1
56996,22,100,8,7,1928,1,1,1.1,15.0,0
35,15,7,1,0,7,1,1,0.1,0.5,1
1,0,2959,13,0,62,1,1,1.0,3.95,1
31219,7,1083633,144,16,30,1,1,3.5,12.39,0
0,15,186,2,17,66,0,1,1.4,1.98,1
56,4,6496,17,0,692,0,0,5.5,1.09,1
283,20,1104984,32,11,1180,1,1,1.1,3.14,0
352,3,384,177,9,1245,1,0,7.9,15.0,0
5,64,31,0,0,68,1,1,0.1,2.02,1
68,0,36,2,0,101,0,0,3.1,0.95,1
1258,58,1303317,38,4,2312,1,1,7.0,5.99,0
206,8,10917282,6,1,1477,1,1,10.3,1.1,0
19,11,562436,1,3,1120,1,1,11.9,15.0,0
13088,230,2035,8,13,1802,1,1,6.4,8.81,0
379,44,288,9,0,64,1,0,3.8,1.66,1
36670,163,436733,102,38,1953,1,1,2.9,14.97,0
829,47,58965,71,2,1297,1,0,11.2,4.15,0
49,6,14603,51,39,2251,0,1,3.8,0.96,0
109,6,519,4,3,544,0,0,0.6,0.41,1
205,10,30,1,22,218,0,0,1.0,3.13,1
9823,2,172290,93,2,725,1,0,3.8,3.08,0
1499,59,100,33,3,1380,1,1,6.7,15.0,0
77359,375,731860508,29,10,860,1,1,1.7,15.0,0
149,5,571,1,2,74,1,0,0.5,5.0,1
32,228,2946,1,1,8,1,0,3.7,1.73,1
2321,16,223411,10,2,2059,1,1,17.0,12.38,0
13,28,1663,100,0,18,1,1,0.9,2.77,1
217,8,39,1,0,83,1,1,1.8,3.75,1
47,0,449,0,2,334,0,1,1.3,0.4,1
2317,520,37013462,33,12,785,1,1,3.4,12.69,0
35,58,9385,34,2,115,0,1,0.1,0.41,1
111,125,268671,40,5,1417,1,1,7.8,14.57,0
85366,18,2634,2,13,1906,1,1,3.1,15.0,0
21,9,221,39,1,274,0,1,0.4,0.77,1
349,1,100,2,1,3193,1,1,3.2,15.0,0
18,37,122,11,0,213,1,1,0.2,4.96,1
15,19,365,2,4,113,0,0,1.7,5.0,1
15263,5,7033,91,5,2323,1,1,1.1,15.0,0
626,29,908,11,1,47,0,0,3.1,0.08,1
227,13,15647233,14,2,1577,1,1,1.9,6.35,0
14,6,21,0,3,1104,0,0,2.3,0.75,1
1490,428,20435,79,5,542,1,1,5.8,3.35,0
13,0,33,12,0,12,0,1,2.6,2.53,1
13,145,928,92,0,109,0,1,1.6,4.9,1
4,9,61089,79,17,302,0,1,2.4,0.13,1
325,134,1,6,1,748,0,1,0.6,0.19,1
14798,6,34763,3,0,1570,1,1,5.2,9.99,0
23,14,1,3,3,51,0,1,3.7,5.0,1
