connections,endorsements,recommendations,posts_per_month,profile_views,account_age_days,has_profile_pic,has_summary,has_experience,has_education,skills_count,mutual_connections,is_fake
19,4,0,0.7,92,80,1,0,0,0,5,12,1
7,1,1,0.3,51,206,1,1,0,1,7,7,1
1128,6,1,3.7,61,32,1,0,0,0,4,4,0
111,10,2,1.2,154,1184,1,1,1,1,13,8,0
297,10,3,8.8,74,2074,1,1,1,1,3,22,0
77,2,2,0.1,5,149,1,1,0,0,4,4,1
115,33,5,1.1,256,1509,1,1,1,1,2,112,0
18,2,3,3.4,85,2400,1,1,1,1,8,18,0
653,27,3,1.4,25,1407,1,0,1,1,20,19,0
83,2,2,1.5,54,2020,1,1,1,1,9,31,0
716,7,1,2.7,56,133,1,0,0,1,1,9,1
8,0,0,0.1,17,445,1,0,0,1,1,1,1
88,14,3,1.9,30,1980,1,1,1,1,10,51,0
32,0,0,1.1,11,468,0,0,1,0,1,0,1
11,3,0,0.2,7,4,0,0,1,0,1,1,1
360,2,2,1.1,5,372,1,1,1,1,14,23,0
481,29,7,3.0,66,2379,1,1,1,1,5,18,0
767,15,4,1.8,9,946,1,1,1,1,8,4,0
456,23,3,2.3,39,634,1,1,1,1,23,238,0
225,13,0,3.5,375,1246,1,1,1,1,14,25,0
711,11,7,0.7,86,244,1,1,1,1,7,7,0
4,3,0,0.0,5,117,1,1,0,0,2,6,1
292,17,2,1.6,177,1754,1,1,1,1,5,90,0
471,14,8,3.6,343,1213,1,1,1,1,2,6,0
391,52,4,3.2,157,1127,1,1,1,1,18,44,0
23,3,0,0.4,1,145,1,1,1,1,2,5,1
97,1,0,0.3,36,45,1,0,1,1,0,5,1
203,25,6,4.9,88,1829,1,1,1,1,1,47,0
143,27,3,2.3,48,30,1,1,1,1,2,35,0
19,3,0,0.8,15,138,0,0,0,1,1,3,1
1,0,0,1.5,12,132,0,0,0,0,0,14,1
235,4,1,7.3,42,550,1,1,1,1,12,26,0
5,6,0,0.7,7,35,0,1,1,1,2,2,1
12,19,1,0.4,37,362,1,0,1,1,1,4,1
3,2,0,0.4,16,52,1,0,0,1,1,7,1
233,6,4,2.2,33,617,1,1,0,1,2,35,0
451,27,4,2.8,184,2470,1,1,1,1,18,13,0
381,15,1,10.8,7,1504,1,1,1,1,4,3,0
150,99,2,3.8,29,1397,1,1,1,1,5,10,0
92,65,4,2.4,88,1295,1,1,1,1,20,6,0
4,0,0,1.0,30,196,1,0,1,0,4,0,1
90,0,0,0.1,26,256,1,0,0,1,2,7,1
281,1,0,1.0,2,134,0,1,1,0,9,0,1
459,5,1,5.0,153,1296,1,1,1,1,4,16,0
7,0,0,0.3,0,296,1,1,1,0,1,4,1
34,2,0,0.2,1,129,1,0,0,0,9,1,1
115,63,6,1.5,54,30,1,1,1,1,5,4,0
218,59,5,4.5,16,1395,1,1,1,1,8,6,0
10,1,1,0.8,4,231,0,1,0,1,5,1,1
216,5,1,4.9,203,435,1,1,1,1,12,18,0
139,3,0,10.9,727,1338,1,0,1,1,37,11,0
315,6,0,1.0,201,150,1,1,1,0,2,1,1
45,3,0,0.1,3,56,1,1,1,0,2,7,1
51,1,1,0.2,1,180,0,0,1,1,3,3,1
376,7,2,2.0,50,444,1,1,1,1,7,5,0
48,1,0,1.0,4,221,1,0,1,0,1,5,1
338,50,4,2.4,271,1574,1,0,1,1,35,11,0
33,23,2,3.0,42,1630,1,1,0,0,40,107,0
317,13,0,0.9,16,611,1,1,0,0,7,1,1
15,1,0,2.7,20,8,1,0,1,1,1,2,1
143,18,3,2.0,19,679,1,1,1,1,8,26,0
1883,4,1,0.5,13,22,1,0,1,1,10,4,1
159,5,1,0.2,25,936,0,1,1,0,1,18,1
26,0,1,0.1,21,27,1,1,0,1,5,4,1
238,1,1,1.1,50,696,1,1,1,1,12,9,0
4,0,0,0.3,128,528,1,1,1,1,3,16,1
47,4,2,4.0,288,567,1,1,0,1,7,123,0
497,6,3,2.8,196,1828,1,1,1,1,4,88,0
8,1,0,0.1,32,623,0,0,0,1,3,2,1
29,14,0,1.7,23,393,1,1,1,1,13,35,0
218,6,1,1.9,656,1937,1,1,1,1,10,15,0
293,12,2,1.5,34,1429,1,1,1,1,7,55,0
233,17,4,2.6,18,1056,1,1,1,1,3,26,0
51,4,1,1.6,18,524,1,1,0,1,9,39,0
31,24,4,2.2,100,548,1,1,1,1,4,90,0
135,21,2,1.8,58,1242,1,1,1,1,9,31,0
534,8,3,2.7,76,1574,1,1,1,1,8,6,0
1983,9,5,4.4,41,2231,0,1,1,1,15,100,0
53,0,0,0.5,31,695,0,1,1,1,2,2,1
2806,9,4,7.8,37,1424,1,1,0,1,8,30,0
311,21,3,0.8,39,378,1,1,1,1,6,16,0
467,6,2,2.4,44,1274,1,1,1,1,9,12,0
309,8,3,1.7,49,1283,1,1,1,0,15,1,0
617,2,0,0.5,124,57,1,0,0,0,1,1,1
139,3,4,6.4,128,1526,1,1,1,1,4,26,0
165,3,0,0.6,15,301,1,0,1,0,3,13,1
29,5,1,0.2,1,179,1,1,0,0,4,1,1
53,12,1,1.0,49,630,1,1,1,1,18,17,0
70,7,4,0.9,298,1503,0,0,1,1,7,30,0
585,2,3,6.0,82,1374,1,0,1,1,3,13,0
12,1,0,0.6,10,24,1,0,0,1,4,5,1
104,35,3,2.7,36,649,1,1,0,1,8,11,0
58,37,4,2.4,47,30,1,1,1,1,4,9,0
339,9,3,7.0,28,1273,1,0,1,1,17,19,0
289,21,0,0.5,13,308,1,1,1,0,3,3,1
73,5,3,2.8,114,1605,1,1,1,1,6,22,0
47,1,1,1.1,4,354,0,0,1,0,3,25,1
435,22,1,2.6,41,1413,1,1,1,1,4,48,0
125,3,0,0.8,37,120,1,1,0,0,0,2,1
53,10,4,0.4,13,9,0,0,1,1,1,2,1
23,1,0,0.1,32,139,1,0,0,1,1,4,1
32,1,0,0.7,17,69,1,0,0,0,1,24,1
27,1,0,1.9,12,115,1,1,0,1,2,4,1
5,1,1,0.3,2,373,1,1,0,0,4,0,1
19,1,0,0.1,14,67,0,1,1,1,1,2,1
1,0,0,0.8,4,390,0,0,0,1,2,10,1
69,25,3,0.8,181,714,1,1,1,1,14,9,0
878,8,4,0.8,59,1161,1,1,1,1,5,71,0
110,32,2,5.1,3,554,1,1,1,0,2,14,0
336,10,4,1.0,24,1246,1,1,1,1,4,37,0
1293,3,3,2.8,301,863,1,1,1,1,15,32,0
196,7,1,1.6,49,762,1,1,1,1,7,9,0
6,0,0,0.1,27,82,0,1,0,0,0,5,1
787,10,2,1.6,57,523,1,1,1,1,5,15,0
373,8,1,1.1,18,1728,1,1,1,1,7,4,0
249,2,3,0.7,77,1834,1,1,1,1,24,15,0
8,1,1,0.5,0,113,0,1,1,1,3,19,1
139,5,6,1.5,41,1228,1,1,1,1,7,26,0
28,0,0,0.8,18,464,1,0,1,0,14,6,1
44,99,2,7.5,80,825,0,1,1,1,8,13,0
419,4,4,0.7,3,30,1,1,1,1,4,32,0
83,11,1,0.4,9,245,0,0,1,0,0,6,1
374,6,1,1.2,99,1696,1,1,1,1,6,22,0
19,4,1,1.3,19,11,0,1,0,0,2,2,1
13,61,6,5.8,193,482,1,1,1,1,19,4,0
16,1,0,0.4,29,31,1,1,0,0,0,0,1
221,7,1,2.6,35,838,1,1,1,1,8,10,0
49,1,3,1.3,3,83,0,1,0,0,3,7,1
365,33,3,9.7,52,570,1,1,1,0,6,16,0
59,0,1,0.2,27,151,0,0,1,0,4,9,1
83,6,1,5.5,167,905,1,1,1,1,7,97,0
76,8,4,0.6,90,878,1,1,1,1,1,118,0
121,0,1,0.0,53,353,1,0,0,1,0,4,1
49,5,1,11.1,18,742,1,1,1,1,7,7,0
424,27,2,4.7,66,1214,1,1,1,1,17,190,0
177,3,4,1.8,127,1929,1,1,1,1,12,28,0
801,23,4,0.8,249,1363,1,1,1,1,5,60,0
227,19,5,4.5,574,1860,1,1,1,1,10,9,0
306,3,3,2.9,83,1576,1,1,1,1,4,79,0
591,73,3,4.3,180,1742,1,1,1,1,8,26,0
184,13,2,2.0,8,551,1,1,1,1,8,7,0
612,23,4,1.9,30,1629,1,1,1,1,7,2,0
29,2,0,0.5,12,71,0,0,0,0,6,4,1
1124,1,0,0.2,186,200,1,1,0,1,2,6,1
2823,30,2,1.0,13,1531,1,1,1,1,7,6,0
37,4,3,2.0,62,870,1,1,1,1,5,44,0
1299,5,1,2.1,44,1063,1,1,1,1,11,47,0
134,10,2,3.5,23,1904,1,1,1,1,27,82,0
89,11,2,2.1,72,779,1,1,1,1,19,53,0
379,72,3,4.6,143,775,1,1,1,0,9,163,0
402,11,3,1.7,31,1660,1,1,1,1,5,30,0
13,0,1,0.0,44,601,1,0,1,0,0,38,1
6,2,0,0.1,37,965,1,0,1,1,1,5,1
341,6,4,6.1,9,1626,1,1,1,1,1,10,0
12,16,1,0.2,2,132,1,0,0,0,5,1,1
249,17,3,1.1,18,58,1,0,0,0,12,15,0
1187,43,0,2.1,541,2109,1,0,1,1,17,5,0
1230,6,6,2.2,133,1479,0,1,1,1,5,17,0
168,11,4,9.6,2166,1800,1,1,1,1,7,15,0
13,0,1,1.2,1,166,1,1,1,1,3,2,1
111,15,7,1.7,25,1015,1,0,1,1,4,11,0
2,12,2,0.0,2,404,1,1,1,1,0,2,1
258,33,3,2.3,45,820,1,0,1,0,7,46,0
648,8,4,7.2,31,132,1,1,0,1,5,15,0
99,2,1,2.0,11,530,1,1,0,0,5,249,0
186,48,1,0.8,17,35,1,1,1,0,1,0,1
1659,37,2,1.1,173,1794,1,1,1,0,23,6,0
84,5,3,6.7,45,304,1,1,1,0,18,14,0
32,2,0,0.4,60,78,1,0,0,1,1,2,1
302,18,3,1.6,88,1219,1,1,1,0,15,105,0
697,10,0,13.3,294,1720,1,1,1,0,16,22,0
45,0,0,0.5,12,379,0,1,0,1,3,5,1
1619,0,0,0.1,1,61,0,0,0,1,0,1,1
15,0,0,0.1,43,119,1,1,1,0,2,8,1
115,2,2,1.3,96,943,1,1,1,1,4,11,0
80,1,2,2.2,1,15,1,1,0,0,4,9,1
23,71,3,1.3,87,1460,1,1,1,0,5,19,0
12,0,1,0.3,42,97,1,1,0,1,4,5,1
584,6,4,11.1,41,2022,1,0,1,1,5,28,0
196,35,3,3.3,139,797,1,1,1,1,5,24,0
239,4,2,3.1,116,929,1,1,1,1,9,13,0
370,34,3,1.7,5,1939,1,1,1,1,8,3,0
69,3,1,0.3,1,156,1,0,1,1,0,2,1
8,16,2,0.1,4,311,1,0,1,1,5,1,1
8,1,1,0.3,0,392,0,1,1,1,5,4,1
267,59,3,15.3,903,1704,1,0,1,1,13,27,0
741,3,7,0.5,88,30,1,1,1,0,18,19,0
737,3,0,1.2,980,34,0,0,0,0,4,40,1
369,3,2,3.5,20,1260,1,1,1,1,1,6,0
522,10,2,1.7,86,1235,1,1,0,1,7,10,0
5000,10,4,3.2,41,1774,1,1,1,1,25,13,0
6,2,0,0.0,3,65,0,0,0,1,6,2,1
64,3,1,0.1,22,642,0,1,1,1,1,5,1
3,9,1,0.1,5,543,0,0,1,1,12,17,1
378,11,5,6.9,26,1218,1,1,1,1,11,22,0
35,0,0,0.5,13,126,1,0,0,1,3,2,1
75,4,4,6.4,6,1068,1,1,1,1,8,40,0
30,0,0,1.3,64,316,0,1,1,1,5,2,1
319,6,3,1.5,75,1517,1,1,1,1,4,8,0
781,5,4,3.0,9,1035,1,1,1,1,9,9,0
64,5,0,0.3,3,298,1,0,1,1,3,0,1
91,6,1,3.6,237,742,1,0,1,1,6,4,0
178,2,0,0.5,10,132,0,0,1,1,3,1,1
166,3,4,2.1,114,1386,1,1,1,1,4,16,0
160,9,0,4.1,78,517,1,1,1,1,4,21,0
141,5,3,16.2,87,1542,1,1,1,1,9,10,0
56,13,1,0.4,7,431,1,0,0,0,6,3,1
108,0,3,1.7,137,1888,1,1,0,1,13,8,0
291,4,4,4.7,39,786,1,1,1,1,12,10,0
28,3,1,0.0,9,217,1,0,0,0,1,16,1
437,5,7,12.5,23,901,1,0,1,1,25,14,0
50,1,0,0.4,50,23,1,0,0,1,3,4,1
56,2,0,0.2,305,612,0,0,1,0,5,0,1
1376,2,0,0.4,66,641,1,1,1,1,1,1,1
191,28,4,3.8,18,1400,1,1,1,1,5,48,0
68,10,0,0.0,12,190,1,0,0,0,1,6,1
45,8,0,0.1,8,85,1,0,1,0,1,4,1
15,1,0,0.6,1,2,1,0,1,1,5,5,1
228,0,3,0.4,24,169,1,0,0,0,1,2,1
31,0,2,1.4,13,119,0,0,1,0,0,11,1
31,0,0,1.1,0,16,1,1,0,1,8,10,1
122,11,6,0.9,18,1280,1,1,1,1,2,23,0
141,19,3,3.1,168,1563,1,1,1,1,7,10,0
236,9,6,5.5,164,710,1,1,1,1,8,19,0
446,10,0,0.1,63,396,0,1,0,1,0,38,1
21,1,1,0.7,4,61,1,1,0,0,2,0,1
3,3,1,0.6,93,126,1,1,1,1,2,11,1
45,1,0,0.2,6,7,1,0,1,1,3,9,1
94,6,4,4.6,124,1055,1,1,1,1,44,3,0
689,8,0,1.2,118,69,1,0,1,1,3,5,1
281,27,1,2.1,24,1246,1,1,1,1,8,19,0
107,3,1,0.3,14,166,0,0,1,1,2,5,1
225,8,4,13.6,55,773,1,1,1,1,12,17,0
129,0,1,0.1,7,45,0,0,0,1,1,1,1
140,43,5,2.6,124,1776,1,1,1,1,4,5,0
324,11,4,5.4,26,1094,1,1,1,1,15,21,0
34,1,0,1.1,16,9,0,1,1,0,2,1,1
271,11,1,0.8,5,16,0,1,1,1,0,0,1
5,2,1,0.2,43,217,1,0,0,1,3,17,1
19,3,0,0.0,14,15,1,1,1,1,0,7,1
7,8,1,0.1,0,115,1,0,0,1,0,1,1
456,18,4,2.6,85,981,1,1,1,1,3,46,0
294,12,2,5.3,1660,1927,1,1,1,1,1,5,0
323,10,0,0.1,19,31,1,1,0,0,4,13,1
339,6,0,0.3,25,231,1,1,1,0,10,1,1
226,1,0,0.9,5,160,1,0,0,0,2,0,1
317,51,5,2.3,181,1253,1,0,1,0,8,44,0
1086,46,2,6.7,14,1643,1,1,0,1,1,17,0
174,11,1,0.2,2,86,0,1,1,1,5,5,1
251,9,4,6.1,93,1833,1,1,1,1,24,44,0
305,7,1,0.8,26,1214,1,1,1,1,3,19,0
40,5,1,2.1,20,37,1,1,0,1,1,7,1
56,15,0,0.2,7,389,1,1,0,1,1,5,1
3000,3,1,0.3,4,87,0,1,1,0,2,6,1
49,3,4,2.1,57,1218,1,0,1,1,3,55,0
56,1,0,0.5,8,40,1,1,0,0,9,1,1
72,2,0,0.5,3,224,1,0,0,1,1,5,1
412,33,2,3.5,254,1191,1,1,1,1,3,43,0
297,0,1,0.4,0,29,1,0,1,0,0,10,1
4,1,1,0.5,43,266,0,0,0,0,1,17,1
21,11,0,0.6,3,11,1,1,0,1,13,3,1
65,15,0,1.0,71,1861,1,1,1,0,7,62,0
83,7,3,0.7,15,1428,1,0,1,1,4,53,0
265,18,1,2.2,13,1685,1,1,1,1,6,34,0
353,2,5,5.0,30,1143,1,1,1,1,15,34,0
899,4,1,6.7,160,581,1,0,1,1,7,10,0
207,1,1,0.7,33,431,1,0,0,1,5,0,1
902,1,0,1.4,0,310,1,0,1,0,3,8,1
118,8,4,5.1,4,1423,1,1,1,1,3,5,0
170,16,1,0.7,35,118,1,1,0,0,3,11,1
53,50,0,0.1,4,317,1,0,1,0,0,17,1
698,29,4,4.2,376,1632,1,1,1,1,18,5,0
15,18,2,0.4,12,38,0,0,1,1,1,3,1
49,3,0,1.3,12,241,1,0,1,0,0,8,1
87,7,3,0.4,31,1515,1,1,1,1,4,16,0
86,15,2,1.6,107,1026,1,1,1,1,14,29,0
214,19,7,1.8,4,2037,1,1,1,1,7,58,0
256,31,3,2.5,10,1252,1,1,1,1,3,1,0
143,3,0,0.7,25,1540,1,1,1,1,2,33,0
100,0,0,0.7,227,128,1,1,0,0,8,0,1
27,17,0,0.2,58,19,1,0,0,0,2,0,1
1332,39,5,2.0,26,960,1,1,1,1,5,10,0
1630,10,0,3.0,20,1228,1,0,1,1,11,8,0
297,18,5,2.3,405,1245,1,1,1,1,37,38,0
133,4,0,0.2,34,83,1,0,1,0,4,5,1
238,4,2,3.9,21,2230,1,1,1,1,4,20,0
77,4,0,11.1,383,1005,1,1,1,1,25,24,0
15,3,0,1.8,54,279,1,0,0,0,2,20,1
297,10,3,2.6,169,1665,1,1,1,1,17,22,0
613,17,2,4.9,47,753,1,1,1,1,1,38,0
104,5,2,1.6,97,1069,1,1,1,1,4,78,0
146,5,0,0.1,7,479,1,0,0,1,0,8,1
464,2,5,0.8,6,712,1,0,1,1,0,4,0
45,37,5,5.8,18,473,1,1,1,1,10,8,0
347,35,5,14.5,49,1808,1,1,1,1,6,39,0
1318,15,4,14.0,181,1463,1,1,1,1,5,8,0
84,15,2,1.7,15,344,1,1,1,1,4,4,0
214,1,0,0.0,2,91,0,0,1,1,3,6,1
20,3,1,0.4,3,227,0,0,0,1,1,3,1
1519,19,0,5.0,88,1924,1,1,1,1,2,19,0
290,2,2,5.6,28,1146,1,0,1,1,19,2,0
274,20,6,3.6,181,424,1,0,1,1,7,46,0
184,2,0,0.1,3,88,0,0,0,1,5,2,1
5,5,1,0.2,18,95,0,0,0,0,6,1,1
78,2,1,1.3,14,119,1,0,1,0,5,7,1
76,0,0,0.5,100,334,0,0,0,1,7,0,1
55,18,0,0.6,7,160,1,1,0,1,10,11,1
1092,4,3,1.1,25,1340,1,1,1,1,3,56,0
1228,5,1,6.4,79,877,1,0,1,1,5,13,0
134,11,5,1.0,191,1817,1,1,1,1,13,8,0
236,20,4,5.9,99,1812,1,1,1,1,5,83,0
75,3,0,0.4,25,348,0,1,1,1,2,2,1
23,2,0,0.7,77,55,1,0,1,0,3,0,1
103,5,6,14.1,96,1003,1,1,1,1,5,67,0
120,4,1,2.7,329,1459,1,1,1,1,21,10,0
659,26,5,3.4,24,2045,1,1,1,1,4,20,0
13,1,1,0.0,51,651,1,0,0,1,3,6,1
2116,4,0,2.8,32,30,1,1,1,1,8,24,0
418,6,3,4.1,125,1555,1,1,1,1,6,30,0
32,17,2,2.4,6,1814,1,1,1,1,7,8,0
209,21,1,2.6,318,1383,1,1,1,1,6,39,0
46,18,1,3.3,46,653,1,1,1,1,9,3,0
52,6,2,0.2,38,633,0,1,1,1,4,18,1
224,18,2,1.4,44,854,1,1,1,1,8,30,0
444,2,3,3.4,63,88,1,0,1,1,6,35,0
332,14,1,2.0,93,2049,1,1,1,0,11,9,0
392,9,3,2.0,156,30,1,1,1,1,7,49,0
22,6,0,0.7,24,206,1,0,1,1,5,18,1
16,7,4,1.9,10,957,1,1,1,0,4,89,0
340,15,2,1.9,130,673,1,0,0,1,11,20,0
1129,4,2,2.8,213,491,1,1,0,1,6,5,0
984,38,2,5.7,68,993,1,1,1,1,15,7,0
39,3,0,0.1,10,170,1,0,1,1,6,2,1
395,3,3,1.1,99,1519,1,1,0,1,9,67,0
114,31,0,3.0,335,767,1,1,1,1,18,21,0
1166,27,5,2.3,65,1322,1,1,1,1,15,20,0
8,24,2,1.1,30,325,1,0,0,0,1,9,1
128,21,1,1.4,73,489,1,0,1,1,1,3,1
140,3,1,0.4,3,22,0,0,0,0,0,10,1
139,26,1,2.7,253,2075,1,1,1,1,20,5,0
116,0,3,0.3,0,42,1,0,1,0,6,1,1
51,35,5,2.6,22,1690,1,1,1,1,15,8,0
296,15,4,3.1,51,1910,1,1,1,1,9,8,0
85,1,0,0.6,49,217,0,1,0,1,3,9,1
179,9,6,0.9,579,1232,1,1,1,0,17,135,0
4,0,0,0.0,7,10,0,0,0,0,0,12,1
162,1,1,0.6,76,292,0,1,0,1,8,12,1
3,22,0,0.2,5,72,1,1,0,0,16,1,1
39,30,0,0.3,21,143,1,1,0,1,0,3,1
161,2,0,1.9,9,5,1,0,1,1,2,28,1
210,21,1,0.5,72,409,1,1,1,1,4,3,0
99,50,0,0.2,12,389,0,0,1,1,2,11,1
68,99,3,8.2,6,2030,1,0,1,1,2,55,0
9,6,0,0.1,67,51,1,0,0,1,1,7,1
238,11,5,7.9,27,995,1,1,0,1,4,54,0
118,17,5,13.4,27,1221,0,1,1,1,20,25,0
90,9,3,8.9,83,964,1,1,1,1,3,5,0
84,2,0,0.3,62,97,0,1,1,1,2,0,1
8,11,1,0.6,11,74,1,0,0,0,6,18,1
98,19,3,2.1,38,1310,1,1,1,1,8,35,0
349,52,3,3.9,13,741,1,1,1,1,5,24,0
13,13,0,0.4,17,525,0,1,1,1,7,3,1
724,18,5,5.5,11,1475,1,0,1,1,15,22,0
93,19,0,0.1,0,339,1,1,0,1,2,6,1
222,16,1,1.7,210,1236,1,1,1,1,3,8,0
662,5,1,2.4,43,1102,1,1,1,1,4,14,0
655,5,2,2.4,248,1619,1,1,1,0,10,17,0
794,13,1,0.6,2,134,1,0,1,1,2,23,1
131,8,3,4.4,173,949,0,1,1,1,4,47,0
314,2,3,10.5,17,559,1,1,1,1,4,34,0
159,6,1,0.1,5,385,1,1,0,0,1,3,1
455,99,2,1.2,68,1202,1,1,1,1,27,34,0
458,23,4,3.6,56,259,1,1,1,1,7,6,0
1187,15,3,1.2,93,705,1,1,1,1,12,3,0
221,20,1,2.5,220,1601,1,1,1,1,11,4,0
2437,13,2,3.1,351,30,1,0,1,0,4,66,0
684,8,4,0.6,19,1464,1,0,1,1,8,18,0
2128,49,3,2.3,85,2663,1,1,1,1,4,7,0
143,7,2,5.1,140,1332,1,1,1,1,3,175,0
103,3,2,0.7,51,1988,1,1,1,0,13,50,0
641,20,1,5.1,40,921,1,1,1,1,6,49,0
93,15,4,8.1,47,1115,1,1,1,1,8,25,0
635,47,3,2.3,69,902,1,1,1,1,1,5,0
242,58,2,1.1,52,923,1,1,1,1,15,4,0
2,7,4,1.4,1,23,0,1,0,1,12,1,1
277,10,6,1.1,496,1603,1,1,1,1,5,10,0
554,9,4,1.1,234,1404,1,1,1,1,23,49,0
12,4,1,0.2,12,350,0,1,1,1,1,1,1
304,16,3,3.0,79,974,0,1,1,0,6,28,0
107,26,0,0.6,10,127,1,1,1,0,0,0,1
1882,6,0,1.0,8,307,0,1,0,1,19,13,1
791,99,4,1.7,26,646,1,1,1,1,4,0,0
199,1,0,0.6,19,48,0,0,1,1,0,3,1
598,11,6,1.3,784,1564,1,1,1,1,5,175,0
880,42,6,5.3,104,2013,1,1,1,1,9,11,0
128,19,5,5.3,588,832,1,1,1,1,5,28,0
662,11,2,6.8,16,1378,1,1,1,1,5,3,0
55,8,3,1.9,279,1659,1,1,1,1,13,27,0
22,4,0,1.2,17,712,1,0,1,0,5,0,1
23,1,0,0.1,1,365,1,0,1,1,9,19,1
50,2,0,0.2,42,12,1,0,0,0,8,6,1
182,1,0,0.3,19,53,0,0,1,1,11,0,1
540,33,4,1.1,57,1701,1,1,1,1,4,14,0
37,31,5,2.3,6,805,1,1,1,1,22,16,0
30,72,3,2.2,261,1504,1,1,1,1,8,80,0
92,1,1,0.6,112,187,0,1,1,1,0,14,1
12,2,1,0.4,9,144,0,1,0,1,10,11,1
36,1,1,0.7,19,75,1,1,0,0,2,2,1
89,14,3,8.2,436,1176,0,0,1,1,2,58,0
4,1,1,0.0,93,446,1,0,0,1,6,57,1
28,1,2,0.9,14,53,1,0,1,0,1,1,1
128,23,6,3.1,90,1192,1,1,1,1,24,9,0
159,5,2,2.2,80,915,1,1,1,1,12,34,0
13,3,0,0.2,10,109,0,0,0,1,2,1,1
442,33,3,1.9,218,846,1,1,1,1,6,54,0
112,0,1,0.3,33,189,1,0,0,1,1,54,1
611,5,5,0.9,81,177,1,0,1,1,11,28,0
502,38,5,6.5,93,1277,1,0,1,1,12,47,0
39,3,1,2.0,5,355,0,1,1,1,1,3,1
168,12,5,2.7,127,2239,1,1,0,1,4,43,0
191,29,4,1.1,233,2023,1,0,1,1,8,183,0
252,7,3,7.3,51,772,1,1,1,1,26,5,0
90,8,1,2.2,75,2359,1,1,1,0,5,16,0
686,29,2,12.8,181,242,1,1,1,0,9,17,0
285,0,0,1.7,4,9,0,1,1,1,5,0,1
406,36,3,1.0,52,30,1,1,1,1,6,34,0
147,13,5,1.1,117,1618,1,1,1,1,2,16,0
1,4,1,0.3,13,424,0,1,0,1,7,5,1
4,0,0,0.0,8,357,1,1,1,0,6,6,1
399,6,0,1.9,133,1126,1,0,1,1,7,14,0
71,1,1,2.4,20,1069,1,0,0,1,9,24,0
2873,19,2,3.0,136,947,1,1,1,1,3,29,0
31,38,2,0.0,152,30,1,1,1,1,1,2,1
588,3,2,2.2,82,1545,1,1,1,1,19,8,0
1651,4,4,0.6,16,1803,1,1,1,0,10,14,0
5,1,0,0.3,51,48,1,0,0,1,6,2,1
143,7,4,4.4,129,1278,1,0,1,0,7,27,0
306,16,8,1.3,343,888,1,0,1,1,7,34,0
169,3,4,2.2,32,1129,1,1,1,1,6,57,0
103,30,2,1.1,174,1756,1,1,1,1,4,13,0
130,26,7,12.3,35,1193,1,1,1,1,3,6,0
335,6,2,2.0,15,1982,1,1,0,1,8,151,0
719,46,2,2.2,70,1210,1,0,1,1,4,31,0
439,6,2,2.8,26,1559,1,1,1,1,4,5,0
0,0,0,0.7,1,363,1,0,0,1,4,4,1
34,4,3,4.1,60,1420,1,1,1,1,4,4,0
29,13,1,0.4,0,136,1,1,0,1,2,5,1
705,2,2,8.7,161,1093,1,1,1,1,2,50,0
72,13,7,4.3,27,722,1,1,1,1,4,20,0
174,3,0,0.1,15,186,0,0,0,0,1,1,1
728,10,2,1.6,18,2041,1,1,1,1,5,29,0
1559,15,4,3.7,9,1429,1,1,1,0,7,43,0
245,1,2,3.9,72,1794,1,1,1,1,5,7,0
63,16,1,1.7,40,1699,1,1,1,1,12,25,0
347,50,0,1.2,110,1311,1,1,1,1,1,18,0
115,6,1,0.0,6,8,1,0,1,1,30,17,1
4,11,0,0.5,2,207,1,1,0,0,4,2,1
178,25,2,4.1,24,1980,1,1,1,1,9,4,0
251,14,3,1.4,134,1865,1,1,1,0,10,5,0
680,36,7,2.8,25,1815,1,1,1,0,14,49,0
7,9,0,0.0,26,435,0,0,1,1,1,11,1
2,4,0,0.5,7,260,0,0,0,1,0,36,1
779,4,3,16.4,153,1097,1,1,1,1,4,5,0
326,4,1,0.8,26,1630,1,1,1,1,4,11,0
133,9,1,3.3,6,626,1,1,1,1,2,98,0
96,7,1,3.3,75,861,1,1,1,1,4,27,0
685,7,3,1.2,12,512,1,1,1,1,8,16,0
6,24,0,0.1,13,334,1,0,0,1,9,5,1
312,12,5,3.3,35,1951,1,1,1,1,2,7,0
171,7,5,0.7,89,1715,1,1,1,0,1,8,0
65,11,4,2.4,736,1205,1,0,1,1,19,43,0
85,4,0,1.4,8,145,0,1,1,1,0,1,1
23,39,1,0.9,2,12,1,1,0,0,3,2,1
85,4,5,2.8,11,197,1,1,1,1,3,38,0
129,12,1,13.5,215,1675,1,1,1,1,11,17,0
124,11,3,2.5,101,1216,1,1,1,0,0,7,0
264,1,4,4.5,58,1535,1,1,1,1,8,20,0
8,2,0,0.1,9,580,0,1,0,1,1,3,1
61,3,1,0.0,25,52,0,0,1,0,1,8,1
119,41,6,1.4,30,1286,0,0,1,1,6,20,0
272,27,2,5.2,22,1074,1,0,1,0,50,73,0
141,23,3,3.8,103,1996,0,1,1,1,8,14,0
259,16,2,2.1,35,2048,1,1,1,1,7,18,0
51,1,0,0.0,7,43,0,1,0,0,4,7,1
473,3,1,0.1,26,253,1,1,1,1,5,11,1
247,33,1,2.0,13,1532,1,1,1,1,5,12,0
0,8,0,0.3,4,137,1,1,1,0,1,4,1
76,2,0,0.9,255,5,1,1,1,0,3,3,1
168,32,3,2.6,15,1827,1,1,1,1,5,9,0
